,Unnamed: 0,companies,companies_list
3003,3003,promact-impex-PROM,promact impex
3004,3004,promax-power-PROMA,promax power
3005,3005,prospect-commodities-PCL,prospect commodities
3006,3006,proventus-agrocom-PROO,proventus agrocom
3007,3007,prozone-intu-properties-PROZ,prozone intu properties
3008,3008,prudent-corporate-advisory-services-PRU,prudent corporate advisory services
3009,3009,pudumjee-paper-products-PUDJ,pudumjee paper products
3010,3010,pulsar-international-PUL,pulsar international
3011,3011,pulz-electronics-PULZ,pulz electronics
3012,3012,punctual-trading-PUNC,punctual trading
3013,3013,punit-commercials-PUNI,punit commercials
3014,3014,punj-lloyd-PUJL,punj lloyd
3015,3015,punjab-and-sind-bank-PUNA,punjab and sind bank
3016,3016,punjab-chemicals-and-crop-protection-PCHM,punjab chemicals and crop protection
3017,3017,punjab-communications-PUN,punjab communications
3018,3018,punjab-national-bank-PNBK,punjab national bank
3019,3019,puravankara-PURA,puravankara
3020,3020,purity-flex-pack-PURI,purity flex pack
3021,3021,purohit-construction-PURO,purohit construction
3022,3022,purple-entertainment-PUR,purple entertainment
3023,3023,purshottam-investofin-PURS,purshottam investofin
3024,3024,pushpanjali-realms-and-infratech-PUSP,pushpanjali realms and infratech
3025,3025,pyxis-finvest-PYX,pyxis finvest
3026,3026,qms-medical-allied-services-QMS,qms medical allied services
3027,3027,qgo-finance-QGO,qgo finance
3028,3028,quadpro-ites-QUADP,quadpro ites
3029,3029,quadrant-televentures-QUAD,quadrant televentures
3030,3030,quality-foils-india-QFI,quality foils india
3031,3031,quality-ro-industries-QRI,quality ro industries
3032,3032,quantum-build-tech-QUANT,quantum build tech
3033,3033,quantum-digital-vision-india-QUAND,quantum digital vision india
3034,3034,quantum-gold-etf-QTGF,quantum gold etf
3035,3035,quantum-nifty-50-etf-QUAN,quantum nifty 50 etf
3036,3036,quasar-india-QUA,quasar india
3037,3037,quess-corp-QUEC,quess corp
3038,3038,bnk-capital-markets-BNK,bnk capital markets
3039,3039,quest-softech-india-QUE,quest softech india
3040,3040,quick-heal-technologies-QUIC,quick heal technologies
3041,3041,quicktouch-technologies-QUI,quicktouch technologies
3042,3042,gaurav-mercantiles-GML,gaurav mercantiles
3043,3043,quintegra-solutions-QUIN,quintegra solutions
3044,3044,randb-denims-RNB,randb denims
3045,3045,r-j-bio-tech-RJB,r j bio tech
3046,3046,r-j-shah-and-company-RJS,r j shah and company
3047,3047,r-r-financial-consultants-RRF,r r financial consultants
3048,3048,r-r-securities-RRS,r r securities
3049,3049,r-s-software-india-RSSI,r s software india
3050,3050,r-systems-international-RSYS,r systems international
3051,3051,r-t-exports-RTE,r t exports
3052,3052,racl-geartech-RACL,racl geartech
3053,3053,rap-media-RAP,rap media
3054,3054,rbl-bank-RATB,rbl bank
3055,3055,rbm-infracon-RBM,rbm infracon
3056,3056,rcc-cements-RCCE,rcc cements
3057,3057,rci-industries-and-technologies-RCI,rci industries and technologies
3058,3058,rdb-rasayans-RDB,rdb rasayans
3059,3059,rdb-realty-and-infrastructure-RDBR,rdb realty and infrastructure
3060,3060,rec-RECM,rec
3061,3061,orient-refractories-ORRE,orient refractories
3062,3062,richa-info-systems-RICHA,richa info systems
3063,3063,rites-RITS,rites
3064,3064,himalchuli-food-products-HIMA,himalchuli food products
3065,3065,rkec-projects-RKEC,rkec projects
3066,3066,rlf-RLR,rlf
3067,3067,rm-drip-and-sprinklers-systems-RMDR,rm drip and sprinklers systems
3068,3068,rmc-switchgears-RMC,rmc switchgears
3069,3069,r-o-jewels-ROJ,r o jewels
3070,3070,rpg-life-sciences-RPGL,rpg life sciences
3071,3071,rpp-infra-projects-RPPI,rpp infra projects
3072,3072,rpp-infra-projects-partly-paidup-RPP,rpp infra projects partly paidup
3073,3073,cesc-ventures-CESV,cesc ventures
3074,3074,rr-metalmakers-india-RRM,rr metalmakers india
3075,3075,rril-RRI,rril
3076,3076,rsc-international-RSC,rsc international
3077,3077,rsd-finance-RSD,rsd finance
3078,3078,rswm-RSWM,rswm
3079,3079,rtcl-RAG,rtcl
3080,3080,raaj-medisafe-india-RAA,raaj medisafe india
3081,3081,raasi-refractories-RASS,raasi refractories
3082,3082,anisha-impex-ANI,anisha impex
3083,3083,rachana-infrastructure-RIL,rachana infrastructure
3084,3084,radaan-media-works-india-RMIL,radaan media works india
3085,3085,radha-madhav-corp-RMCP,radha madhav corp
3086,3086,radhagobind-commercial-RCL,radhagobind commercial
3087,3087,radhe-developers-india-RADHE,radhe developers india
3088,3088,radhika-jeweltech-RAD,radhika jeweltech
3089,3089,radiant-cash-management-services-RADIA,radiant cash management services
3090,3090,radico-khaitan-RADC,radico khaitan
3091,3091,radix-industries-india-RADI,radix industries india
3092,3092,raghav-productivity-enhancers-RPE,raghav productivity enhancers
3093,3093,raghunath-international-RAGH,raghunath international
3094,3094,raghuvansh-agrofarms-RAF,raghuvansh agrofarms
3095,3095,raghuvir-synthetics-RAGHU,raghuvir synthetics
3096,3096,rahul-merchandising-RAH,rahul merchandising
3097,3097,raideep-industries-RAIDE,raideep industries
3098,3098,rail-vikas-nigam-RAIV,rail vikas nigam
3099,3099,railtel-corporation-of-india-RAIL,railtel corporation of india
3100,3100,rain-industries-RAID,rain industries
3101,3101,rainbow-childrens-medicare-RAINB,rainbow childrens medicare
3102,3102,rainbow-foundations-RAIN,rainbow foundations
3103,3103,raj-oil-mills-RAJS,raj oil mills
3104,3104,raj-packaging-industries-RAJPA,raj packaging industries
3105,3105,raj-rayon-industries-RRAY,raj rayon industries
3106,3106,raj-television-network-RATV,raj television network
3107,3107,raja-bahadur-international-RAJA,raja bahadur international
3108,3108,rajapalayam-mills-RAJPL,rajapalayam mills
3109,3109,rajasthan-cylinders-and-containers-RCC,rajasthan cylinders and containers
3110,3110,rajasthan-gases-RAJG,rajasthan gases
3111,3111,rajasthan-petro-synthetics-RJPT,rajasthan petro synthetics
3112,3112,rajasthan-tube-manufacturing-co-RAJT,rajasthan tube manufacturing co
3113,3113,rajath-finance-RAJAT,rajath finance
3114,3114,rajdarshan-industries-RAJD,rajdarshan industries
3115,3115,rajesh-exports-REXP,rajesh exports
3116,3116,rajeshwari-cans-RCA,rajeshwari cans
3117,3117,rajeswari-infrastructure-RAJI,rajeswari infrastructure
3118,3118,rajkamal-synthetics-RAJKS,rajkamal synthetics
3119,3119,rajkot-investment-trust-RAJK,rajkot investment trust
3120,3120,rajnandini-metal-RADN,rajnandini metal
3121,3121,rajnish-wellness-RAJ,rajnish wellness
3122,3122,rajoo-engineers-RAJO,rajoo engineers
3123,3123,rajputana-investment-and-finance-RAJP,rajputana investment and finance
3124,3124,rajratan-global-wire-RAJR,rajratan global wire
3125,3125,rajshree-polypack-RAJH,rajshree polypack
3126,3126,rajshree-sugars-and-chemicals-RJSG,rajshree sugars and chemicals
3127,3127,rajvir-industries-RAJV,rajvir industries
3128,3128,rallis-india-RALL,rallis india
3129,3129,ram-ratna-wires-RAMR,ram ratna wires
3130,3130,rama-paper-mills-RAMAP,rama paper mills
3131,3131,rama-petrochemicals-RAMAE,rama petrochemicals
3132,3132,rama-phosphates-RAMAH,rama phosphates
3133,3133,rama-steel-tubes-RAMA,rama steel tubes
3134,3134,rama-vision-RAMAV,rama vision
3135,3135,ramasigns-industries-RAMAS,ramasigns industries
3136,3136,ramchandra-leasing-and-finance-RLF,ramchandra leasing and finance
3137,3137,ramco-cements-TRCE,ramco cements
3138,3138,ramco-industries-RAMC,ramco industries
3139,3139,ramco-systems-RMCS,ramco systems
3140,3140,ramgopal-polytex-RAMG,ramgopal polytex
3141,3141,ram-info-RAMI,ram info
3142,3142,ramkrishna-forgings-RKFO,ramkrishna forgings
3143,3143,ramky-infrastructure-RAMK,ramky infrastructure
3144,3144,ramsons-projects-RAM,ramsons projects
3145,3145,rana-sugars-RNSG,rana sugars
3146,3146,rander-corporation-RAND,rander corporation
3147,3147,rane-madras-RAMD,rane madras
3148,3148,rane-brake-linings-RABL,rane brake linings
3149,3149,rane-engine-valve-RAEV,rane engine valve
3150,3150,rane-holdings-RANE,rane holdings
3151,3151,ranjeet-mechatronics-RAN,ranjeet mechatronics
3152,3152,rapicut-carbides-RAPIC,rapicut carbides
3153,3153,rapid-investments-RAPI,rapid investments
3154,3154,ras-resorts-and-apart-hotels-RASR,ras resorts and apart hotels
3155,3155,rasandik-engineering-industries-india-RASA,rasandik engineering industries india
3156,3156,rashtriya-chemicals-and-fertilizers-RSTC,rashtriya chemicals and fertilizers
3157,3157,rasi-electrodes-RAS,rasi electrodes
3158,3158,rategain-travel-technologies-RATE,rategain travel technologies
3159,3159,rathi-bars-RATH,rathi bars
3160,3160,ratnabhumi-developers-RAT,ratnabhumi developers
3161,3161,ratnamani-metals-and-tubes-RMT,ratnamani metals and tubes
3162,3162,rattanindia-power-RTNP,rattanindia power
3163,3163,rattanindia-infrastructure-RTNI,rattanindia infrastructure
3164,3164,raunaq-epc-international-RAU,raunaq epc international
3165,3165,ravalgaon-sugar-farm-RAV,ravalgaon sugar farm
3166,3166,ravi-kumar-distilleries-RAVK,ravi kumar distilleries
3167,3167,ravi-leela-granites-RAL,ravi leela granites
3168,3168,ravinder-heights-RVH,ravinder heights
3169,3169,ravindra-energy-RELT,ravindra energy
3170,3170,raw-edge-industrial-solutions-RAW,raw edge industrial solutions
3171,3171,raymed-labs-RAY,raymed labs
3172,3172,raymond-RYMD,raymond
3173,3173,real-eco-energy-REA,real eco energy
3174,3174,real-touch-finance--RTF,real touch finance
3175,3175,redington-india-REDI,redington india
3176,3176,reetech-international-cargo-and-courier-REE,reetech international cargo and courier
3177,3177,refex-industries-REFE,refex industries
3178,3178,sunedison-infrastructure-SUNE,sunedison infrastructure
3179,3179,refnol-resins-and-chemicals-REF,refnol resins and chemicals
3180,3180,regal-entertainment-and-consultants-REGA,regal entertainment and consultants
3181,3181,regency-ceramics-REGC,regency ceramics
3182,3182,regency-investments-REG,regency investments
3183,3183,regency-trust-REGT,regency trust
3184,3184,regent-enterprises-REGE,regent enterprises
3185,3185,bhartia-bachat-BHART,bhartia bachat
3186,3186,relaxo-footwears-RLXO,relaxo footwears
3187,3187,reliable-data-services-RLIB,reliable data services
3188,3188,reliable-ventures-india-RELIA,reliable ventures india
3189,3189,reliance-capital-RLCP,reliance capital
3190,3190,reliance-chemotex-industries-RELC,reliance chemotex industries
3191,3191,reliance-communications-RLCM,reliance communications
3192,3192,reliance-home-finance-RLIC,reliance home finance
3193,3193,reliance-industrial-infrastructure-REII,reliance industrial infrastructure
3194,3194,reliance-industries-RELI,reliance industries
3195,3195,reliance-infrastructure-RLIN,reliance infrastructure
3196,3196,reliance-naval-and-engineering-RELV,reliance naval and engineering
3197,3197,reliance-power-RPOL,reliance power
3198,3198,relic-technologies-RELIT,relic technologies
3199,3199,relicab-cable-manufacturing-RELIC,relicab cable manufacturing
3200,3200,religare-enterprises-RELG,religare enterprises
3201,3201,roxy-exports-ROX,roxy exports
3202,3202,remi-edelstahl-tubulars-REMID,remi edelstahl tubulars
3203,3203,remsons-industries-REIN,remsons industries
3204,3204,remus-pharmaceuticals-REMU,remus pharmaceuticals
3205,3205,renaissance-global-RENA,renaissance global
3206,3206,repco-home-finance-RHFL,repco home finance
3207,3207,repro-india-RPRO,repro india
3208,3208,resgen-RESG,resgen
3209,3209,resonance-specialities-RESO,resonance specialities
3210,3210,response-informatics-RES,response informatics
3211,3211,responsive-industries-RSPO,responsive industries
3212,3212,burger-king-india-BUR,burger king india
3213,3213,restile-ceramics-REST,restile ceramics
3214,3214,retina-paints-RETI,retina paints
3215,3215,revathi-equipment-REVA,revathi equipment
3216,3216,rex-pipes-and-cables-industries-REXPI,rex pipes and cables industries
3217,3217,rex-sealing-and-packing-industries-REXS,rex sealing and packing industries
3218,3218,rexnord-electronics-and-controls-REX,rexnord electronics and controls
3219,3219,rhetan-tmt-RHE,rhetan tmt
3220,3220,riba-textiles-RIB,riba textiles
3221,3221,rich-universe-network-RICH,rich universe network
3222,3222,richa-industries-RIC,richa industries
3223,3223,richfield-financial-services-RFS,richfield financial services
3224,3224,richirich-inventures-RICHI,richirich inventures
3225,3225,rico-auto-industries-RAUT,rico auto industries
3226,3226,riddhi-corporate-services-RIDD,riddhi corporate services
3227,3227,riddhi-siddhi-gluco-biols-RIDDH,riddhi siddhi gluco biols
3228,3228,riddhi-steel-and-tube-RST,riddhi steel and tube
3229,3229,ridhi-synthetics-RIDH,ridhi synthetics
3230,3230,ridings-consulting-engineers-india-RID,ridings consulting engineers india
3231,3231,risa-international-RISA,risa international
3232,3232,rishab-special-yarns-RISHY,rishab special yarns
3233,3233,rishabh-digha-steel-and-allied-products-RIS,rishabh digha steel and allied products
3234,3234,rishi-laser-RISH,rishi laser
3235,3235,rishi-techtex-RISHP,rishi techtex
3236,3236,rishiroop-RISHI,rishiroop
3237,3237,rita-finance-and-leasing-RFLL,rita finance and leasing
3238,3238,ritco-logistics-RITC,ritco logistics
3239,3239,rite-zone-chemcon-india-RITEZ,rite zone chemcon india
3240,3240,ritesh-international-RITE,ritesh international
3241,3241,ritesh-properties-and-industries-RPI,ritesh properties and industries
3242,3242,rithwik-facility-management-services-RIT,rithwik facility management services
3243,3243,robust-hotels-RHL,robust hotels
3244,3244,rodium-realty-ROD,rodium realty
3245,3245,rolcon-engineering-company-ROL,rolcon engineering company
3246,3246,rolex-rings-ROLE,rolex rings
3247,3247,rollatainers-RLTN,rollatainers
3248,3248,rolta-india-ROLT,rolta india
3249,3249,roni-households-RON,roni households
3250,3250,roopa-industries-ROOP,roopa industries
3251,3251,roopshri-resorts-ROO,roopshri resorts
3252,3252,rose-merc-ROS,rose merc
3253,3253,roselabs-finance-ROSE,roselabs finance
3254,3254,rossari-biotech-ROSB,rossari biotech
3255,3255,rossell-india-ROSS,rossell india
3256,3256,roto-pumps-ROT,roto pumps
3257,3257,rotographics-india-RGI,rotographics india
3258,3258,route-mobile-ROUT,route mobile
3259,3259,royal-cushion-vinyl-products-ROYA,royal cushion vinyl products
3260,3260,royal-india-corporation-ROY,royal india corporation
3261,3261,royal-orchid-hotels-ROYL,royal orchid hotels
3262,3262,royale-manor-hotels-and-industries-RAYA,royale manor hotels and industries
3263,3263,rts-power-corporation-RTS,rts power corporation
3264,3264,rubfila-international-RUBF,rubfila international
3265,3265,rubra-medicaments-RUBR,rubra medicaments
3266,3266,ruby-mills-RUBY,ruby mills
3267,3267,ruchi-infrastructure-RUCH,ruchi infrastructure
3268,3268,ruchira-papers-RCHR,ruchira papers
3269,3269,rudra-global-infra-products-RUD,rudra global infra products
3270,3270,rudrabhishek-enterprises-RURD,rudrabhishek enterprises
3271,3271,rungta-irrigation-RUNG,rungta irrigation
3272,3272,rupa-and-company-RUCL,rupa and company
3273,3273,rushil-decor-RUSH,rushil decor
3274,3274,rushil-decor-partly-paidup-RUS,rushil decor partly paidup
3275,3275,ruttonsha-international-rectifier-RIR,ruttonsha international rectifier
3276,3276,t-and-i-global-TIGL,t and i global
3277,3277,t-spiritual-world-TSP,t spiritual world
3278,3278,t-t-TTL,t t
3279,3279,taal-enterprises-TAA,taal enterprises
3280,3280,taj-gvk-hotels-and-resorts-TAJG,taj gvk hotels and resorts
3281,3281,tcfc-finance-TCF,tcfc finance
3282,3282,tci-express-TCIE,tci express
3283,3283,tci-industries-TCI,tci industries
3284,3284,tcm-TCM,tcm
3285,3285,tcns-clothing-co-TCNS,tcns clothing co
3286,3286,tcpl-packaging-TCPL,tcpl packaging
3287,3287,td-power-systems-TDPS,td power systems
3288,3288,tgb-banquets-and-hotels-TGBB,tgb banquets and hotels
3289,3289,tgv-sraac-SREER,tgv sraac
3290,3290,til-TILL,til
3291,3291,tmt-i-TMT,tmt i
3292,3292,tpl-plastech-TPLP,tpl plastech
3293,3293,trc-financial-services-TRC,trc financial services
3294,3294,trf-TTRO,trf
3295,3295,tti-enterprise-TTI,tti enterprise
3296,3296,ttk-healthcare-TTKH,ttk healthcare
3297,3297,ttk-prestige-TTKL,ttk prestige
3298,3298,ttl-enterprises-TTLE,ttl enterprises
3299,3299,tv-today-network-TVTO,tv today network
3300,3300,tv-vision-TVVI,tv vision
3301,3301,tv18-broadcast-TVEB,tv18 broadcast
3302,3302,tvs-electronics-TVEL,tvs electronics
3303,3303,tvs-motor-company-TVSM,tvs motor company
3304,3304,tvs-srichakra-TVSC,tvs srichakra
3305,3305,taaza-international-TAAZ,taaza international
3306,3306,tai-industries-TAI,tai industries
3307,3307,tainwala-chemicals-and-plastics-india-TAIN,tainwala chemicals and plastics india
3308,3308,take-solutions-TAKE,take solutions
3309,3309,talbros-automotive-components-TALB,talbros automotive components
3310,3310,talbros-engineering-TAL,talbros engineering
3311,3311,talwalkars-healthclubs-TLWA,talwalkars healthclubs
3312,3312,tamboli-capital-TAM,tamboli capital
3313,3313,tamilnadu-steel-tubes-TNS,tamilnadu steel tubes
3314,3314,tamilnad-mercantile-bank-TMB,tamilnad mercantile bank
3315,3315,tamilnadu-newsprint-and-papers-TNNP,tamilnadu newsprint and papers
3316,3316,tamilnadu-petroproducts-TPL,tamilnadu petroproducts
3317,3317,tamilnadu-telecommunication-TAMT,tamilnadu telecommunication
3318,3318,taneja-aerospace-and-aviation-TANE,taneja aerospace and aviation
3319,3319,tanfac-industries-TAMF,tanfac industries
3320,3320,tanla-platforms-TNSL,tanla platforms
3321,3321,tantia-constructions-TANC,tantia constructions
3322,3322,tanvi-foods-india-TAN,tanvi foods india
3323,3323,taparia-tools-TAP,taparia tools
3324,3324,tapi-fruit-processing-TAPI,tapi fruit processing
3325,3325,tara-chand-logistic-solutions-TARC,tara chand logistic solutions
3326,3326,tarai-foods-TARAI,tarai foods
3327,3327,tarapur-transformers-TARA,tarapur transformers
3328,3328,anant-raj-global-TART,anant raj global
3329,3329,tarini-international-TAR,tarini international
3330,3330,tarmat-TARM,tarmat
3331,3331,tarsons-products-TARS,tarsons products
3332,3332,tashi-india-TAS,tashi india
3333,3333,tasty-bite-eatables-TABE,tasty bite eatables
3334,3334,tasty-dairy-specialities-TDS,tasty dairy specialities
3335,3335,tata-chemicals-TTCH,tata chemicals
3336,3336,tata-coffee-TACO,tata coffee
